Whse,ItemCode,ItemDescription,DisplayDescription,CommodityCode,CommodityClass,ItemCode,OHQty,AllocQty,AvailQty,WAC,ExtWAC,Loc1,Loc2,Loc3,Manufacturer,MfrPartNumber
01SHU,200398,CARD 15450-SPLT PCB,,NETWORK,PIC,|200398,1,0,1,1,1,1,,,STROMBERG,200398
01SHU,1105017L1REVG,PIC D4-OCU CHN UN DA PR,,NETWORK,PIC,|1105017L1REVG,2,0,2,1,2,1,,,ADTRAN,1105017L1
01SHU,2010010603,PIC CD M-246 CPLG NET OSC,,NETWORK,PIC,|2010010603,1,0,1,1,1,1,,,TELTONE,201-00106-03
01SHU,1104020L4REVC,PIC ISDN U-BRITE V INTFC,PRS REQUEST:  204490,NETWORK,PIC,|1104020L4REVC,11,0,11,1,11,1,,,ADTRAN,1104020L4
01SHU,202TL1A,PIC SET DATA,,NETWORK,PIC,|202TL1A,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,202T-L1A
01SHU,1104004L4,PIC D4 OFFICE CHANNEL UNIT (OC,,NETWORK,PIC,|1104004L4,2,0,2,1,2,1,,,ADTRAN,1104004L4
01SHU,11039AS1,PIC CBX 500 4 PT FBR SGLMD,,NETWORK,PIC,|11039AS1,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,11039A
01SHU,1103020L2-RF,CARD UBRITE ISDN INTFC,,NETWORK,PIC,|1103020L2-RF,6,0,6,1,6,1,,,ADTRAN,1103020L2
01SHU,208ABS6,PIC REPEATER S1-S6,,NETWORK,PIC,|208ABS6,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,208AB
01SHU,1102040L4,CARD SLC-5 U-BRITE,,NETWORK,PIC,|1102040L4,2,0,2,1,2,1,,,ADTRAN,1102040L4
01SHU,1102040L3,CARD U-BRITE F/SLC-5/SLC2000,,NETWORK,PIC,|1102040L3,4,0,4,1,4,1,,,ADTRAN,1102040L3
01SHU,1102040L2REVB,PIC SLC-5 U-BRITE,,NETWORK,PIC,|1102040L2REVB,7,0,7,1,7,1,,,ADTRAN,1102040L2
01SHU,1102020L2,CARD U-BRITE ISDN INTFC,,NETWORK,PIC,|1102020L2,9,0,9,1,9,1,,,ADTRAN,1102020L2
01SHU,1102015L1,PIC OCU DAPR WH RPTR PWR,,NETWORK,PIC,|1102015L1,2,0,2,1,2,1,,,ADTRAN,1102015L1
01SHU,1102009L1REVB,PIC D4M U-RPTR PWR 0.043A,,NETWORK,PIC,|1102009L1REVB,2,0,2,1,2,1,,,ADTRAN,1102009L1REVB
01SHU,110010,PIC IIS MF RCVR,,NETWORK,PIC,|110010,1,0,1,1,1,1,,,AUDICHRON CO,11-0010
01SHU,1100041L1-RF,CARD SLC-5 SGLE BLK CD,,NETWORK,PIC,|1100041L1-RF,3,0,3,1,3,1,,,ADTRAN,1100041L1
01SHU,1100036300RA01,PIC ES30 HALF HIGH BLANK SLOT,,NETWORK,PIC,|1100036300RA01,3,0,3,1,3,1,,,JUNIPER NETWORKS,1100036300RA01
01SHU,1100036L1-RF,PIC OFFICE INTERFACE UNIT (OIU,,NETWORK,PIC,|1100036L1-RF,2,0,2,1,2,1,,,ADTRAN,1100036L1
01SHU,1100035L2-RF,CARD ACT DAX ALARM CONTROL UNI,,NETWORK,PIC,|1100035L2-RF,2,0,2,1,2,1,,,ADTRAN,1100035L2
01SHU,1100035L1-RF,PIC D4 ALARM CONTROL UNIT,,NETWORK,PIC,|1100035L1-RF,2,0,2,1,2,1,,,ADTRAN,1100035L1
01SHU,1100020L1REVAD,PIC UBRITE ISDN INTFC,,NETWORK,PIC,|1100020L1REVAD,6,0,6,1,6,1,,,ADTRAN,1100020L1
01SHU,1100020L1REVAC,PIC ISDN U-BRITE INTFC,,NETWORK,PIC,|1100020L1REVAC,9,0,9,1,9,1,,,ADTRAN,1100020L1
01SHU,105LIU42A3,PIC ESF LIU-3A COM UN A2-A3,,NETWORK,PIC,|105LIU42A3,3,0,3,1,3,1,,,INTEGRATED NETWORK CORP,105LIU42A3
01SHU,105LIU42A1,ESF LIU-3A COM UN,,NETWORK,PIC,|105LIU42A1,2,0,2,1,2,1,,,INTEGRATED POWER CORP,105LIU42A1
01SHU,104DPZ20B-RF,CARD DSO DP ALL RATE LOOPBACK,,NETWORK,PIC,|104DPZ20B-RF,95,0,95,1,95,1,,,INTEGRATED POWER CORP,104DPZ20B
01SHU,104DPF50D,PIC SUPERPORT OFF CH UN,,NETWORK,PIC,|104DPF50D,15,0,15,1,15,1,,,INTEGRATED NETWORK CORP,104DPF50D
01SHU,104DPF50C,OCU DP EXTND RNG BD,,NETWORK,PIC,|104DPF50C,2,0,2,1,2,1,,,INTEGRATED POWER CORP,104DPF50C
01SHU,104DPB10A1,CARD OCU DP DIR DIG ACC UNIT,,NETWORK,PIC,|104DPB10A1,25,0,25,1,25,1,,,INTEGRATED POWER CORP,104DPB10A1
01SHU,208D,UNIT POWER,,NETWORK,PIC,|208D,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,208D
01SHU,10262501,PIC DWDM SFP TRANSCEIVER,,NETWORK,PIC,|10262501,6,0,6,1,6,1,,,CISCO,10-2625-01
01SHU,10201203,PIC OC-192/STM-64/10GBE,,NETWORK,PIC,|10201203,2,0,2,1,2,1,,,CISCO,10-2012-03
01SHU,10195603,PIC SFP OC12/OC3 IR 1310 NM IT,,NETWORK,PIC,|10195603,3,0,3,1,3,1,,,CISCO,10-1956-03
01SHU,208245-A-RF,CTF CARD GBIC MERS8600 1000BAS,,NETWORK,PIC,|208245-A-RF,4,0,4,1,4,1,,,NORTEL,208245-A
01SHU,10183701,PIC C4000 2 GBE SFP SM,,NETWORK,PIC,|10183701,7,0,7,1,7,1,,,CISCO,10-1837-01
01SHU,10001300,PIC DCA9000 T1 TSI FRT CD,,NETWORK,PIC,|10001300,1,0,1,1,1,1,,,FRONTIER COMMUNICATIONS,100013-00
01SHU,10000413REV22,PIC DS3/STS MAPPER CARD,,NETWORK,PIC,|10000413REV22,2,0,2,1,2,1,,,CALIX,100-00413
01SHU,10000075REV13,PIC C7 OC-3 SONET INTFC CD,,NETWORK,PIC,|10000075REV13,1,0,1,1,1,1,,,CALIX,100-00075
01SHU,10000054,PIC C7 10/100BASET ETHRNT,,NETWORK,PIC,|10000054,2,0,2,1,2,1,,,CALIX,100-00054
01SHU,100R5,PIC TRMSN/NSE TST SET,,NETWORK,PIC,|100R5,1,0,1,1,1,1,,,METRO TEL,100R-5
01SHU,100R,PIC SET TRMSN/NSE TST,,NETWORK,PIC,|100R,2,0,2,1,2,1,,,METRO TEL,100-R
01SHU,208245B,PIC 8600 1000BASE-SX GBIC I/F,,NETWORK,PIC,|208245B,1,0,1,1,1,1,,,NORTEL,208245-B
01SHU,100-00181,PIC T1-6 A+T 6 PORTS ATM &TDM,,NETWORK,PIC,|100-00181,1,0,1,1,1,1,,,CALIX,100-00181
01SHU,10-2621-01-RF,SFP 1000BASE-ZX SMF 1550NM 80K,,NETWORK,PIC,|10-2621-01-RF,1,0,1,1,1,1,,,CISCO,10-2621-01
01SHU,2096AL12,PIC SET DATA,,NETWORK,PIC,|2096AL12,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,"2096A-L1,2"
01SHU,2096ARL1,PIC SET DATA,,NETWORK,PIC,|2096ARL1,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,2096AR-L1
01SHU,1A,GENERATOR RNG APS843213,,NETWORK,PIC,|1A,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,1A
01SHU,0905559302REVE,PIC TIMEHUB 5500 CC CONN,,NETWORK,PIC,|0905559302REVE,2,0,2,1,2,1,,,MICROSEMI,090-55593-02
01SHU,21GS4,PIC DDM-2000 OPT LN INTFC,,NETWORK,PIC,|21GS4,2,0,2,1,2,1,,,ALCATEL-LUCENT NORTH AMERICA,21GS4
01SHU,213312101,PIC BMC-II DMS-100 TEC,,NETWORK,PIC,|213312101,2,0,2,1,2,1,,,NORTEL,213312-101
01SHU,21500012-RF,CARD GPC POWER ALARM UNIT (D4P,,NETWORK,PIC,|21500012-RF,2,0,2,1,2,1,,,ADTRAN,21500012
01SHU,0905558101REVN,PIC TH5500 DS1/CC O/P DRIVE CA,,NETWORK,PIC,|0905558101REVN,1,0,1,1,1,1,,,MICROSEMI,090-55581-01
01SHU,22FS4,PIC DDM-2000 OPT LN INTFC,,NETWORK,PIC,|22FS4,3,0,3,1,3,1,,,ALCATEL-LUCENT NORTH AMERICA,22F
01SHU,0905558101REVH,PIC TH5500 DS1/CC O/P DRVR,,NETWORK,PIC,|0905558101REVH,3,0,3,1,3,1,,,SYMMETRICO,090-55581-01
01SHU,22G2U-RF,CARD DDM-2000 OPTICAL LINE INT,,NETWORK,PIC,|22G2U-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,22G2U
01SHU,0905000401ISSA,OFF INTFC UN,,NETWORK,PIC,|0905000401ISSA,1,0,1,1,1,1,,,SYMMETRICOM,090-50004-01
01SHU,0904501804,PIC DCD-523 MTCE INTFC SYS,,NETWORK,PIC,|0904501804,1,0,1,1,1,1,,,MICROSEMI,090-45018-04
01SHU,0904501402ISSB,PIC INTERFACE SYS ALARM (SAI),,NETWORK,PIC,|0904501402ISSB,6,0,6,1,6,1,,,SYMMETRICO,090-45014-02
01SHU,0904001301ISSA,PIC DCD-400 STRATUM 3 CLOCK MF,,NETWORK,PIC,|0904001301ISSA,2,0,2,1,2,1,,,MICROSEMI,090-40013-01
01SHU,090-72050-71-RF,CONVERTER IF,,NETWORK,PIC,|090-72050-71-RF,2,0,2,1,2,1,,,SYMMETRICOM,090-72050-71
01SHU,090-72000-01-RF,SHELF ST1  TS-3000,,NETWORK,PIC,|090-72000-01-RF,1,0,1,1,1,1,,,SYMMETRICOM,090-72000-01
01SHU,22G4U-RF,CARD DDM-2000 OPTICAL LINE INT,,NETWORK,PIC,|22G4U-RF,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,22G4U
01SHU,090-55593-01,TIMING CONTROLLER TIMEHUB 5500,,NETWORK,PIC,|090-55593-01,3,0,3,1,3,1,,,SYMMETRICOM,090-55593-01
01SHU,2.20021E+11,PIC POLYCOM VSX800 VIDEO CODEC,,NETWORK,PIC,|220021400001,2,0,2,1,2,1,,,POLYCOM,2.20021E+11
01SHU,090-55591-02,CARD DS1 TIMING OUTPUT EXP MFD,,NETWORK,PIC,|090-55591-02,3,0,3,1,3,1,,,MICROSEMI,090-55591-02
01SHU,2210006-1A-RF,CARD T400 DIGL DATA TERM MOD,,NETWORK,PIC,|2210006-1A-RF,3,0,3,1,3,1,,,ADTRAN,2210006-1A
01SHU,090-40015-03,DCD MATRIX CONT(MCA),,NETWORK,PIC,|090-40015-03,3,0,3,1,3,1,,,SYMMETRICOM,090-40015-03
01SHU,090-40015-02,PIC DCD MATRIX CONT (MCA) MFD,,NETWORK,PIC,|090-40015-02,7,0,7,1,7,1,,,SYMMETRICOM,090-40015-02
01SHU,090-40014-02,TIMING CARD ALARM UNIT DCDST2,,NETWORK,PIC,|090-40014-02,4,0,4,1,4,1,,,SYMMETRICOM,090-40014-02
01SHU,090-40014-01,CARD DCD400 FUSE AND ALARM UNI,,NETWORK,PIC,|090-40014-01,4,0,4,1,4,1,,,SYMMETRICOM,090-40014-01
01SHU,0879115501-RF,PIC ASSEMBLY RELAY,,NETWORK,PIC,|0879115501-RF,2,0,2,1,2,1,,,LINK AMERICA,0879115501
01SHU,087-56695-01-RF,CARD ASSEMBLY ADAPTER BOARD,,NETWORK,PIC,|087-56695-01-RF,2,0,2,1,2,1,,,LINK AMERICA,087-56695-01
01SHU,0800-0465-001-RF,PIC ASCEND MAX TNT HDLC,,NETWORK,PIC,|0800-0465-001-RF,2,0,2,1,2,1,,,ALCATEL-LUCENT NORTH AMERICA,0800-0465-001
01SHU,0800-0455-001-RF,CARD MAX TNT SL48 MODS56 TNTLS,,NETWORK,PIC,|0800-0455-001-RF,3,0,3,1,3,1,,,ALCATEL-LUCENT NORTH AMERICA,0800-0455-001
01SHU,0800-0411-003-RF,CARD MAX TNT 8PT T1 IN-CSU,,NETWORK,PIC,|0800-0411-003-RF,3,0,3,1,3,1,,,ALCATEL-LUCENT NORTH AMERICA,0800-0411-003
01SHU,077M001-001,DATACOMM 19202 MDM,,NETWORK,PIC,|077M001-001,1,0,1,1,1,1,,,GENERAL DATACOM,077M001-001
01SHU,22100063,PIC RC-28D ALARM CONTROL UNIT,,NETWORK,PIC,|22100063,3,0,3,1,3,1,,,ADTRAN,2210006-3
01SHU,07007181001,PIC MODEM S/A DC 212A/L,,NETWORK,PIC,|07007181001,3,0,3,1,3,1,,,GENERAL DATACOM,07007181001
01SHU,060P027-002,MODEM SPECTRACOMM DUAL V.34 CA,,NETWORK,PIC,|060P027-002,2,0,2,1,2,1,,,GENERAL DATACOM,060P027-002
01SHU,060P012001,MODEM SC 28.8/33.6 DIAL/SDC R/,,NETWORK,PIC,|060P012001,3,0,3,1,3,1,,,GENERAL DATACOM,060P012-001
01SHU,060M012-001,MODEM SPECTRACOM SC 28.8/33.6,,NETWORK,PIC,|060M012-001,2,0,2,1,2,1,,,GENERAL DATACOM,060M012-001
01SHU,055P001001-RF,MODEM R/M DC 108-3M,,NETWORK,PIC,|055P001001-RF,10,0,10,1,10,1,,,GENERAL DATACOM,055P001-001
01SHU,053P001-004-RF,CARD 202T-F/C MODEM,,NETWORK,PIC,|053P001-004-RF,1,0,1,1,1,1,,,GENERAL DATACOM,053P001-004
01SHU,231BS6,PIC REPEATER 231B (S1-S6),,NETWORK,PIC,|231BS6,9,0,9,1,9,1,,,ALCATEL-LUCENT NORTH AMERICA,231B
01SHU,048P062001,CARD CSU/DSU R/M DC 500F/AXR,,NETWORK,PIC,|048P062001,5,0,5,1,5,1,,,GENERAL DATACOM,048P062-001
01SHU,231CS1,PIC REPEATER H/L,,NETWORK,PIC,|231CS1,2,0,2,1,2,1,,,ALCATEL-LUCENT NORTH AMERICA,231C
01SHU,048P041001-RF,CARD CSU/DSU R/M 500C/UXR,,NETWORK,PIC,|048P041001-RF,2,0,2,1,2,1,,,GENERAL DATACOM,048P041-001
01SHU,2310401-RF,CARD PREPAY COIN LINE CARD,,NETWORK,PIC,|2310401-RF,7,0,7,1,7,1,,,LINK AMERICA,2310401
01SHU,0470-0129-RF,CARD SPLITTER OPTICAL HARMONIC,,NETWORK,PIC,|0470-0129-RF,1,0,1,1,1,1,,,TELLABS,0470-0129
01SHU,044300-I03-RF,CARD ST TERMINATING F/71A 600/,,NETWORK,PIC,|044300-I03-RF,2,0,2,1,2,1,,,WESCOM,044300-I03
01SHU,0441016000,PIC 4-PORT MITIC,,NETWORK,PIC,|0441016000,1,0,1,1,1,1,,,ALCATEL-LUCENT NORTH AMERICA,044-1016-000
01SHU,042000-I01-RF,CARD CONFERENCE BRIDGING 2W/6W,,NETWORK,PIC,|042000-I01-RF,2,0,2,1,2,1,,,WESCOM,042000-I01
01SHU,041200-I03-RF,CARD 412 LEVEL CONTROL PAD,,NETWORK,PIC,|041200-I03-RF,2,0,2,1,2,1,,,WESCOM,041200-I03
01SHU,040100I08,CARD 401 4W VF DL LN AMPLR,,NETWORK,PIC,|040100I08,3,0,3,1,3,1,,,WESCOM,040100I08
01SHU,040100I03-RF,CARD 401 4W VF DL LN AMPLR,,NETWORK,PIC,|040100I03-RF,3,0,3,1,3,1,,,WESCOM,040100I03
01SHU,036P236-004,DA III CHAN CD,,NETWORK,PIC,|036P236-004,1,0,1,1,1,1,,,GENERAL DATACOM,036P236-004
01SHU,035P034-001,POWER SUPPLY MODULE GPS-11 100,,NETWORK,PIC,|035P034-001,2,0,2,1,2,1,,,GENERAL DATACOM,035P034-001
01SHU,0120-0143-RF,CARD T1 HDSL TRANSCEIVER,,NETWORK,PIC,|0120-0143-RF,2,0,2,1,2,1,,,TELLABS,0120-0143
01SHU,0120-0128-RF,CARD T1 HDSL T1HD-XCVR   AUTO,,NETWORK,PIC,|0120-0128-RF,1,0,1,1,1,1,,,TELLABS,0120-0128
01SHU,0120-0123,PIC CARD UMC1000T1X-XCVR MFD,,NETWORK,PIC,|0120-0123,3,0,3,1,3,1,,,TELLABS,0120-0123
01SHU,0120-0012-1L-RF,TRANSCIEVER UMC1000 T1 HDSL,,NETWORK,PIC,|0120-0012-1L-RF,1,0,1,1,1,1,,,TELLABS,0120-0012-1L
01SHU,0120-0012-1K-RF,CARD T1 HDSL TRANSCEIVER UMC10,,NETWORK,PIC,|0120-0012-1K-RF,2,0,2,1,2,1,,,TELLABS,0120-0012-1K
01SHU,011002421A,PIC ACCESSMAX ADSL LN CD,,NETWORK,PIC,|011002421A,8,0,8,1,8,1,,,TELLABS,0110-0242-1A
01SHU,2.34131E+11,MODULE OUTPUT DS1 FOR E1 CLOCK,,NETWORK,PIC,|234130570000,1,0,1,1,1,1,,,SYMMETRICOM,23413057-000-0
01SHU,011002401C,PIC PON CH UN 622MBPS HDND,,NETWORK,PIC,|011002401C,3,0,3,1,3,1,,,TELLABS,0110-0240-1C
01SHU,23478303-002-0,TSG 1-PT DS1 INPUT MOD,,NETWORK,PIC,|23478303-002-0,3,0,3,1,3,1,,,SYMMETRICOM,23478303-002-0
01SHU,011002391A,PIC ACCESSMAX ADSL6 6H CD,,NETWORK,PIC,|011002391A,1,0,1,1,1,1,,,TELLABS,0110-0239-1A
01SHU,011002221D,PIC ACCESSMAX UVG CU MFD,,NETWORK,PIC,|011002221D,2,0,2,1,2,1,,,TELLABS,0110-0222-1D
01SHU,011002001C,PIC ACCESSMAX ADSL 6 0 CD,,NETWORK,PIC,|011002001C,3,0,3,1,3,1,,,TELLABS,0110-0200-1C
01SHU,011001962C,PIC ACCESSMAX RST POTS,,NETWORK,PIC,|011001962C,2,0,2,1,2,1,,,TELLABS,0110-0196-2C
01SHU,011001482D,PIC UMC1000 POTS CHAN-RS,,NETWORK,PIC,|011001482D,2,0,2,1,2,1,,,TELLABS,0110-0148-2D
01SHU,011001393D,PIC UMC1000 DSO DATA PORT,,NETWORK,PIC,|011001393D,3,0,3,1,3,1,,,TELLABS,0110-0139-3D
01SHU,01100100,PIC UMC1000 PAYTEL CHAN UN,,NETWORK,PIC,|01100100,1,0,1,1,1,1,,,TELLABS,0110-0100
01SHU,011000691K,PIC UMC1000 OCU-DP,,NETWORK,PIC,|011000691K,8,0,8,1,8,1,,,AFC,011000691K
01SHU,011000655C,PIC CARD ANALOG SERVICE (R-UVG,,NETWORK,PIC,|011000655C,5,0,5,1,5,1,,,TELLABS,0110-0065
01SHU,011000157D-RF,C/T 0110-0015 CARD POTS CHAN-R,,NETWORK,PIC,|011000157D-RF,2,0,2,1,2,1,,,TELLABS,0110-0015
01SHU,011000095C,PIC CARD UMC1000 T1 CHAN UNIT,,NETWORK,PIC,|011000095C,5,0,5,1,5,1,,,TELLABS,0110-0009
01SHU,011000073F,PIC UMC1000 R-ISDN CHAN UN,,NETWORK,PIC,|011000073F,2,0,2,1,2,1,,,AFC,0110-0007-3F
01SHU,0110-0259,PIC 6PRT ADSL2/POTS LN CD,,NETWORK,PIC,|0110-0259,1,0,1,1,1,1,,,TELLABS,0110-0259
01SHU,0110-0247-1A,PIC 6 PORT ADSL/POTS LN CD,,NETWORK,PIC,|0110-0247-1A,1,0,1,1,1,1,,,TELLABS,0110-0247-1A
01SHU,0110-0241-1D-RF,CARD ACCESSMAX PON (REV. 1D ON,,NETWORK,PIC,|0110-0241-1D-RF,2,0,2,1,2,1,,,TELLABS,0110-0241
01SHU,234783090000-RF,PIC MODULE OUTPUT TSG SMI SSU-,,NETWORK,PIC,|234783090000-RF,3,0,3,1,3,1,,,SYMMETRICOM,23478309-000-0
01SHU,0110-0222-1E,PIC CARD RST UVG CHANNEL UNIT,,NETWORK,PIC,|0110-0222-1E,4,0,4,1,4,1,,,TELLABS,0110-0222
01SHU,0110-0206-RF,CARD ADSL CHANNEL UNIT UMC1000,,NETWORK,PIC,|0110-0206-RF,2,0,2,1,2,1,,,TELLABS,0110-0206
01SHU,0110-0199-2A,UMC1000 ADSL CHAN UN,,NETWORK,PIC,|0110-0199-2A,6,0,6,1,6,1,,,TELLABS,0110-0199
01SHU,0110-0160-3A,PIC CHAN UNIT PAYTELUMC1000 MF,,NETWORK,PIC,|0110-0160-3A,4,0,4,1,4,1,,,TELLABS,0110-0160
01SHU,0110-0118,CTF CARD LET PAYPHONE CHANNEL,,NETWORK,PIC,|0110-0118,3,0,3,1,3,1,,,TELLABS,0110-0118
01SHU,0110-0097,PIC UMC1000 R-ISDN CHAN UN MFD,,NETWORK,PIC,|0110-0097,3,0,3,1,3,1,,,TELLABS,0110-0097
01SHU,0110-0096-RF,PIC CARD L-POTS UMC1000 MFD,,NETWORK,PIC,|0110-0096-RF,1,0,1,1,1,1,,,TELLABS,0110-0096
01SHU,0110-0068-3A-RF,CARD UMC1000 DS0-DP CHNL UNIT,,NETWORK,PIC,|0110-0068-3A-RF,1,0,1,1,1,1,,,TELLABS,0110-0068
01SHU,010100432B,PIC I-NET PRTCL,,NETWORK,PIC,|010100432B,3,0,3,1,3,1,,,TELLABS,0101-0043-2B
01SHU,01010028,PIC CARD EXPANSION LINK UNIT M,,NETWORK,PIC,|01010028,5,0,5,1,5,1,,,TELLABS,0101-0028
01SHU,010100255D,PIC ACCESSMAX CPU-3 MFD,,NETWORK,PIC,|010100255D,3,0,3,1,3,1,,,TELLABS,0101-0025-5D
01SHU,010100034A,PIC UMC1000 EXPN BK CONT UNIT,,NETWORK,PIC,|010100034A,2,0,2,1,2,1,,,TELLABS,0101-0003-4A
01SHU,010100033C,PIC CARD UMC 1000EBC UNIT  MFD,,NETWORK,PIC,|010100033C,2,0,2,1,2,1,,,TELLABS,0101-0003-3C
01SHU,23478486-000-0,TSG T1/E1 FRM GEN W/BP MFD C/T,,NETWORK,PIC,|23478486-000-0,1,0,1,1,1,1,,,SYMMETRICOM,23478486-000-0
01SHU,0101-0061,PIC CARD IMA (STOCK),,NETWORK,PIC,|0101-0061,1,0,1,1,1,1,,,TELLABS,0101-0061
01SHU,23478489-000-0,EXPN CHAS PWR MOD,,NETWORK,PIC,|23478489-000-0,1,0,1,1,1,1,,,SYMMETRICOM,23478489-000-0
01SHU,0101-0032-RF,CARD UMC1000 TIMING INTERFACE,,NETWORK,PIC,|0101-0032-RF,2,0,2,1,2,1,,,TELLABS,0101-0032
01SHU,0101-0030,PIC CARD IPMI MFD,,NETWORK,PIC,|0101-0030,2,0,2,1,2,1,,,TELLABS,0101-0030
01SHU,0101-0029-2C-RF,PIC UNIT EXP BANK CONTROL,,NETWORK,PIC,|0101-0029-2C-RF,4,0,4,1,4,1,,,TELLABS,0101-0029-2C
01SHU,0101-0018-2C,PIC UMC1000 OPRN SYS INF,,NETWORK,PIC,|0101-0018-2C,2,0,2,1,2,1,,,TELLABS,0101-0018-2C
01SHU,0101-0004,CARD UMC1000 METALLIC TEST UNI,,NETWORK,PIC,|0101-0004,3,0,3,1,3,1,,,TELLABS,0101-0004
01SHU,0101-0001-4A-RF,PIC UMC1000 CPU 1.0,,NETWORK,PIC,|0101-0001-4A-RF,7,0,7,1,7,1,,,TELLABS,0101-0001-4A
01SHU,2400000401,PIC T1 TPM2 CIM MODULE - PROTE,,NETWORK,PIC,|2400000401,2,0,2,1,2,1,,,GENBAND,240-00004-01
01SHU,010-9111-0403,MODULE DS3 F/RX MFD NO REPLC,,NETWORK,PIC,|010-9111-0403,2,0,2,1,2,1,,,TELECT,010-9111-0403
01SHU,2400201I1,PIC SET DISKETTE SMARTVIEW/UX,,NETWORK,PIC,|2400201I1,1,0,1,1,1,1,,,NETKIT,2400201I1
01SHU,010-9111-0402-RF,CARD TELEMIX DSX3 STD-TNC 6-HO,,NETWORK,PIC,|010-9111-0402-RF,2,0,2,1,2,1,,,TELECT,010-9111-0402
01SHU,2430-00A90243000,PWRSY UN,,NETWORK,PIC,|2430-00A90243000,1,0,1,1,1,1,,,TELCO SYSTEMS,2430-00A90243000
01SHU,010-8611-0401,CARD DSX3 3-PORT MFD NOREPLC M,,NETWORK,PIC,|010-8611-0401,7,0,7,1,7,1,,,TELECT,010-8611-0401
01SHU,010-8511-0401,MODULE DS3 3-PORT,,NETWORK,PIC,|010-8511-0401,6,0,6,1,6,1,,,TELECT,010-8511-0401
01SHU,010-8401-0410,C/T 010-8401-0410-RF CARD DSX3,,NETWORK,PIC,|010-8401-0410,5,0,5,1,5,1,,,TELECT,010-8401-0410
01SHU,010-528-200-4055,PIC RSM 48-10 RECTIFIER POWER,,NETWORK,PIC,|010-528-200-4055,2,0,2,1,2,1,,,ALPHA TECHNOLOGIES,010-528-200-4055
01SHU,259-6000-021-RF,CARD LS-2000 STREAKER,,NETWORK,PIC,|259-6000-021-RF,3,0,3,1,3,1,,,ALCATEL-LUCENT NORTH AMERICA,259-6000-021
01SHU,261-1000-057,POWER SUPPLY 240W MATRIX/ADMIN,,NETWORK,PIC,|261-1000-057,1,0,1,1,1,1,,,TELMAR,261-1000-057
01SHU,0002-4363-001,PIC CARD ROTL/52A RESPONDER 4W,,NETWORK,PIC,|0002-4363-001,1,0,1,1,1,1,,,3M,0002-4363-001
01SHU,0002-4329-001-RF,CARD DIGITAL OSCILLATOR BOARD,,NETWORK,PIC,|0002-4329-001-RF,2,0,2,1,2,1,,,3M,0002-4329-001
01SHU,0002-3772-001-RF,CARD MODEL 1065 4W ROTL 52A 4W,,NETWORK,PIC,|0002-3772-001-RF,1,0,1,1,1,1,,,APC,0002-3772-001
01SHU,0002-3208-001-RF,CARD MODEL 1065 4W ROTL 52A RO,,NETWORK,PIC,|0002-3208-001-RF,1,0,1,1,1,1,,,APC,0002-3208-001
01SHU,2611000223-RF,CARD MEGAHUB DC/DC CONVR,,NETWORK,PIC,|2611000223-RF,3,0,3,1,3,1,,,ALCATEL-LUCENT NORTH AMERICA,261-1000-223
01SHU,0002-2397-401-RF,CARD MODEL 1065 4W ROTL 52A 10,,NETWORK,PIC,|0002-2397-401-RF,1,0,1,1,1,1,,,APC,0002-2397-401
01SHU,0002-2392-401-RF,CARD 1065 SENDER/RECEIVER BOAR,,NETWORK,PIC,|0002-2392-401-RF,3,0,3,1,3,1,,,3M,0002-2392-401
01SHU,0002-2387-401-RF,CARD 1065 1300HZ DETR,,NETWORK,PIC,|0002-2387-401-RF,1,0,1,1,1,1,,,APC,0002-2387-401
01SHU,0002-2384-401-RF,CARD 1065 MEASUREMENT RECEIVER,,NETWORK,PIC,|0002-2384-401-RF,1,0,1,1,1,1,,,3M,0002-2384-401
01SHU,269297,MODULE 4N1 STREAKER,,NETWORK,PIC,|269297,10,0,10,1,10,1,,,COMMUNICATION TEST DESIGN,269297
01SHU,Y0565AV51A-RF,CARD RC 28D LS DS1 INTFC 48V V,,NETWORK,PIC,|Y0565AV51A-RF,10,0,10,1,10,1,,,NEC AMERICA,Y0565AV51A
01SHU,Y0565AV01A,CARD DS1 INTERFACE RC28D,,NETWORK,PIC,|Y0565AV01A,6,0,6,1,6,1,,,NEC AMERICA,Y0565A-V01A
01SHU,X7139A1V02DB,PIC MODULE ACU RC28D PARALLEL/,,NETWORK,PIC,|X7139A1V02DB,1,0,1,1,1,1,,,NEC AMERICA,X7139A1V02DB
01SHU,X7135A,CARD RC-28D LS DS1 UNIT 48V,,NETWORK,PIC,|X7135A,9,0,9,1,9,1,,,NEC AMERICA,X7135A
01SHU,X6718A-RF,CARD FOTS-ALARM INTFC/PAR,,NETWORK,PIC,|X6718A-RF,2,0,2,1,2,1,,,NEC AMERICA,X6718A
